p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
7.05E-49,0.579225454,0.963,0.723,1.01E-44,0,LTB
4.77E-47,0.292418742,0.998,0.999,6.85E-43,0,RPL10
9.97E-42,0.269258429,1,0.994,1.43E-37,0,RPS3
2.11E-41,0.432058192,1,0.996,3.04E-37,0,ACTB
2.18E-41,0.836287685,0.405,0.182,3.14E-37,0,TIMP1
1.08E-40,0.570116633,0.927,0.802,1.55E-36,0,S100A10
8.13E-35,0.25972933,0.998,0.995,1.17E-30,0,RPS14
1.40E-34,0.259748407,1,0.996,2.01E-30,0,RPL11
1.93E-34,0.267978832,0.998,0.995,2.77E-30,0,RPS4X
5.88E-34,0.505873476,0.877,0.736,8.45E-30,0,ARHGDIB
6.48E-34,0.539157021,0.851,0.66,9.32E-30,0,CORO1A
2.05E-33,0.273551345,0.997,0.996,2.95E-29,0,RPL34
5.15E-32,0.257025252,0.997,0.992,7.39E-28,0,RPL18
1.04E-29,0.382993048,0.992,0.921,1.50E-25,0,ACTG1
3.47E-29,0.543051786,0.704,0.483,4.99E-25,0,IL7R
2.38E-28,0.41841103,0.941,0.793,3.42E-24,0,MYL12A
3.59E-27,0.71113594,0.691,0.493,5.16E-23,0,S100A4
2.47E-24,0.351956866,0.982,0.926,3.55E-20,0,SH3BGRL3
4.13E-24,0.41753573,0.86,0.681,5.94E-20,0,S100A11
6.56E-24,0.586459897,0.593,0.405,9.43E-20,0,CRIP1
2.48E-23,0.346495068,0.954,0.836,3.56E-19,0,VIM
2.81E-23,0.493653614,0.729,0.557,4.04E-19,0,GSTK1
2.85E-23,0.41895999,0.93,0.844,4.10E-19,0,FXYD5
2.93E-23,0.556927034,0.703,0.546,4.21E-19,0,CD52
3.10E-23,0.273117507,0.991,0.977,4.46E-19,0,RPL3
1.10E-21,0.328264657,0.986,0.959,1.59E-17,0,RPS26
5.43E-21,0.465954734,0.726,0.593,7.81E-17,0,CYBA
9.35E-21,0.279363716,0.968,0.847,1.34E-16,0,IL32
1.42E-20,0.412410946,0.925,0.867,2.05E-16,0,PGK1
3.39E-19,0.540347351,0.192,0.082,4.87E-15,0,PTGER2
7.53E-19,0.592659789,0.639,0.493,1.08E-14,0,DDIT4
7.91E-18,0.474660528,0.491,0.331,1.14E-13,0,FLT3LG
7.98E-17,0.290781035,0.965,0.911,1.15E-12,0,MYL6
9.86E-17,0.285939978,0.898,0.768,1.42E-12,0,S100A6
1.05E-16,0.444063525,0.669,0.537,1.51E-12,0,LAPTM5
4.08E-16,0.572176502,0.451,0.314,5.87E-12,0,CKLF
7.13E-16,0.45669362,0.555,0.403,1.03E-11,0,CISH
1.20E-15,0.657448901,0.241,0.125,1.73E-11,0,GZMA
3.67E-15,0.556341102,0.235,0.123,5.28E-11,0,AQP3
6.73E-15,0.556690869,0.418,0.283,9.68E-11,0,TXNIP
8.44E-15,0.3158067,0.867,0.777,1.21E-10,0,RAC2
1.61E-14,0.343889889,0.642,0.469,2.32E-10,0,ALOX5AP
8.72E-14,0.370793251,0.355,0.219,1.25E-09,0,KLRB1
3.64E-13,0.329576365,0.822,0.713,5.23E-09,0,CLIC1
6.64E-13,0.377624939,0.177,0.086,9.54E-09,0,NCF1
2.06E-11,0.288704238,0.896,0.838,2.97E-07,0,CALM1
2.99E-11,0.371539142,0.268,0.161,4.30E-07,0,CTSH
3.36E-11,0.2714269,0.7,0.533,4.83E-07,0,ANXA1
8.60E-11,0.434213725,0.502,0.4,1.24E-06,0,LCP1
3.02E-10,0.486405421,0.274,0.181,4.33E-06,0,CORO1B
3.98E-10,0.337436069,0.148,0.075,5.71E-06,0,LIME1
9.25E-10,0.362463538,0.343,0.238,1.33E-05,0,SLC2A3
9.59E-10,0.276575932,0.771,0.677,1.38E-05,0,ARPC1B
1.89E-09,0.416701208,0.218,0.131,2.72E-05,0,HOPX
6.16E-09,0.383097927,0.509,0.423,8.86E-05,0,LCK
8.50E-09,0.310804535,0.25,0.158,0.000122184,0,GLIPR1
1.04E-08,0.418164361,0.338,0.247,0.000149881,0,CNN2
1.17E-08,0.306375335,0.419,0.309,0.00016856,0,LGALS1
1.50E-08,0.29454778,0.651,0.587,0.000215107,0,SSR2
1.59E-08,0.392704447,0.279,0.191,0.000227813,0,ACAP1
2.51E-08,0.356308485,0.113,0.056,0.000360432,0,HBEGF
2.51E-08,0.277689406,0.703,0.635,0.000360806,0,CD53
2.61E-08,0.337607171,0.471,0.379,0.000374629,0,CMTM6
4.54E-08,0.378904173,0.384,0.299,0.000652847,0,TPM4
4.79E-08,0.287287958,0.648,0.576,0.000688425,0,NOP53
5.38E-08,0.338337613,0.523,0.431,0.000772507,0,GPSM3
8.20E-08,0.303603429,0.236,0.154,0.001178688,0,GPR65
8.41E-08,0.349710397,0.337,0.249,0.001209068,0,UPP1
1.43E-07,0.322047961,0.512,0.427,0.002051689,0,CD69
2.10E-07,0.372955693,0.367,0.273,0.003019818,0,LGALS3
2.12E-07,0.409652968,0.23,0.159,0.003039895,0,RGS19
9.25E-07,0.3395915,0.259,0.184,0.013290238,0,PDE4D
1.24E-06,0.303304082,0.482,0.408,0.017881304,0,CD63
2.64E-06,0.347608867,0.367,0.298,0.037964971,0,OSTF1
3.51E-06,0.259076373,0.514,0.423,0.050471815,0,GIMAP5
3.90E-06,0.370063921,0.197,0.135,0.056006275,0,USP10
4.65E-06,0.270316549,0.299,0.224,0.066814182,0,RNASET2
4.98E-06,0.399766168,0.416,0.355,0.071534749,0,NOSIP
1.66E-05,0.274793529,0.117,0.07,0.238322703,0,RHOC
1.71E-05,0.27151724,0.387,0.322,0.24632823,0,EML4
1.91E-05,0.359307537,0.247,0.185,0.274100928,0,PRKCQ-AS1
4.33E-05,0.263443108,0.169,0.115,0.62166469,0,RBMS1
4.83E-05,0.315826416,0.351,0.293,0.693666979,0,SMDT1
6.51E-05,0.3780519,0.151,0.103,0.935748403,0,SOCS2
6.89E-05,0.269474723,0.364,0.294,0.990383322,0,STK17B
0.000119846,0.277583146,0.28,0.222,1,0,SIT1
0.000200256,0.359832367,0.361,0.317,1,0,OCIAD2
0.000263508,0.258167805,0.177,0.127,1,0,SELPLG
0.000441441,0.263771828,0.172,0.126,1,0,GNA15
0.000471388,0.265174153,0.271,0.218,1,0,GIMAP1
0.001007086,0.251832973,0.151,0.11,1,0,PRNP
0.001425544,0.318324339,0.311,0.274,1,0,FKBP11
0.001728995,0.336782423,0.142,0.101,1,0,TRBV20-1
0.002672431,0.272226244,0.203,0.161,1,0,EMB
0.006978224,0.251678223,0.331,0.297,1,0,CCDC107
0.007004898,0.254551534,0.232,0.197,1,0,DOK2
0.008993579,0.268118362,0.206,0.168,1,0,JUN
0,3.104102159,0.903,0.149,0,1,FABP5
2.03E-283,2.046004686,0.858,0.175,2.92E-279,1,NME1
3.08E-281,1.613122982,0.623,0.057,4.43E-277,1,DUSP4
1.32E-265,1.851691927,0.429,0.018,1.90E-261,1,CD200
7.29E-235,1.755383041,0.75,0.127,1.05E-230,1,TNFRSF9
1.02E-222,1.724217642,1,0.843,1.46E-218,1,HSP90AB1
1.24E-216,1.364652408,0.699,0.114,1.78E-212,1,EBNA1BP2
2.43E-213,2.003036439,0.882,0.267,3.49E-209,1,CD82
7.29E-209,1.669139242,0.687,0.118,1.05E-204,1,REL
1.47E-205,1.160743939,0.524,0.057,2.11E-201,1,NPM3
3.71E-202,1.906218646,0.951,0.453,5.33E-198,1,HSPE1
1.28E-195,1.961714316,0.922,0.383,1.84E-191,1,HSPD1
1.23E-194,0.97757435,0.309,0.011,1.76E-190,1,GNG4
1.89E-192,1.238930051,0.645,0.105,2.72E-188,1,MRTO4
6.97E-190,1.03763629,0.503,0.057,1.00E-185,1,CKS2
3.13E-189,0.872041052,0.27,0.006,4.50E-185,1,POU2AF1
2.53E-186,1.533186837,0.981,0.646,3.64E-182,1,RAN
4.17E-185,1.272608949,0.66,0.119,5.99E-181,1,MRPL12
1.64E-183,1.370063723,0.377,0.028,2.36E-179,1,NR4A1
3.09E-183,1.284437902,0.676,0.125,4.45E-179,1,NOP16
7.66E-183,1.304371115,0.691,0.132,1.10E-178,1,TIMM13
1.25E-177,1.260376975,0.66,0.123,1.79E-173,1,PUM3
1.22E-176,1.445915013,0.988,0.87,1.75E-172,1,NPM1
2.46E-175,1.189987871,0.676,0.128,3.54E-171,1,ATP1B3
3.50E-174,0.959522095,0.386,0.033,5.02E-170,1,PDCD1
4.11E-174,2.155280219,0.858,0.291,5.91E-170,1,MIR155HG
2.45E-171,1.110627313,0.621,0.107,3.52E-167,1,GTPBP4
2.97E-170,1.296370018,0.48,0.06,4.27E-166,1,DUSP2
1.10E-169,1.44255995,0.965,0.594,1.58E-165,1,NME2
2.98E-169,2.858568867,0.363,0.031,4.28E-165,1,NMB
2.87E-168,1.316714475,0.751,0.175,4.12E-164,1,RANBP1
2.60E-167,1.252512172,0.759,0.176,3.74E-163,1,MRPL4
1.37E-164,1.741068631,0.715,0.174,1.97E-160,1,ID2
1.22E-163,1.175727812,0.476,0.062,1.75E-159,1,RGCC
3.17E-163,1.506331927,0.965,0.587,4.55E-159,1,NCL
5.53E-161,1.089159765,0.557,0.091,7.94E-157,1,DCUN1D5
1.37E-160,1.34652118,0.555,0.092,1.97E-156,1,MYC
1.64E-157,1.563793062,0.94,0.529,2.35E-153,1,PRDX1
3.98E-154,1.138070089,0.65,0.133,5.72E-150,1,PAICS
3.96E-153,0.716619554,0.344,0.029,5.69E-149,1,CTPS1
5.17E-152,1.149575465,0.614,0.121,7.43E-148,1,NOLC1
1.09E-146,1.082126595,0.672,0.149,1.57E-142,1,HSPH1
7.11E-146,0.663124624,0.278,0.017,1.02E-141,1,PYCR1
9.81E-146,0.791837949,1,0.991,1.41E-141,1,PTMA
4.83E-145,1.366352014,0.874,0.342,6.95E-141,1,CCT2
3.73E-143,1.052456368,0.524,0.091,5.36E-139,1,PAK1IP1
7.78E-143,4.100736516,0.297,0.024,1.12E-138,1,IL2
8.77E-143,1.495574249,0.454,0.07,1.26E-138,1,RGS16
1.43E-142,1.306683096,0.864,0.311,2.05E-138,1,NHP2
8.68E-141,1.197169811,0.662,0.157,1.25E-136,1,SMS
9.94E-141,1.317712102,0.876,0.348,1.43E-136,1,CCT6A
1.12E-140,1.376320334,0.975,0.665,1.60E-136,1,PGAM1
1.11E-139,0.818844269,0.402,0.05,1.60E-135,1,POLR1C
3.25E-139,1.300753701,0.843,0.303,4.68E-135,1,PRMT1
3.74E-138,1.341125571,0.936,0.515,5.37E-134,1,PSMA2
4.12E-138,1.279799281,0.825,0.28,5.92E-134,1,SNRPD1
8.32E-138,1.240129871,0.784,0.243,1.20E-133,1,SLIRP
1.28E-137,1.258658402,0.835,0.288,1.84E-133,1,PHB
1.64E-137,1.241410974,0.823,0.273,2.36E-133,1,CCT5
1.40E-136,1.23646993,0.831,0.277,2.01E-132,1,ILF2
1.98E-135,0.894546481,0.48,0.077,2.84E-131,1,MRPL15
2.96E-135,0.921116433,0.571,0.11,4.25E-131,1,TIMM17A
6.11E-135,0.625934624,0.26,0.016,8.78E-131,1,F5
9.17E-135,0.879419205,0.485,0.08,1.32E-130,1,PAM16
9.83E-135,1.246286566,0.837,0.294,1.41E-130,1,CCT3
7.20E-134,1.295938007,0.953,0.684,1.04E-129,1,EIF4A1
1.87E-133,0.938089067,0.322,0.032,2.69E-129,1,ZBTB32
2.49E-133,1.044999951,0.662,0.156,3.58E-129,1,MRPL3
8.40E-133,1.22185436,0.728,0.204,1.21E-128,1,RBPJ
6.10E-132,1.051318536,0.612,0.13,8.76E-128,1,CYTOR
7.65E-132,1.148251589,0.507,0.095,1.10E-127,1,BCL2L1
1.46E-131,1.038196668,0.569,0.118,2.10E-127,1,LYAR
1.98E-130,0.806073447,0.478,0.078,2.84E-126,1,AIMP2
2.75E-130,1.317225464,0.856,0.323,3.95E-126,1,FKBP1A
3.78E-130,1.155424796,0.247,0.015,5.43E-126,1,LINC01480
4.14E-130,0.870687068,0.526,0.097,5.96E-126,1,GPATCH4
1.87E-129,1.349009244,0.946,0.543,2.69E-125,1,SOD1
2.21E-128,1.14442982,0.965,0.709,3.18E-124,1,RPS17
2.49E-128,1.319631675,0.85,0.334,3.57E-124,1,DDX21
5.77E-128,1.234745626,0.829,0.308,8.29E-124,1,SNRPE
2.50E-127,1.248695138,0.93,0.505,3.59E-123,1,PARK7
1.22E-126,1.294775385,0.911,0.451,1.76E-122,1,YBX1
1.23E-125,0.804779873,0.476,0.081,1.76E-121,1,DCAF13
4.56E-125,0.708917872,0.346,0.04,6.55E-121,1,WDR12
1.48E-124,0.781855006,0.416,0.062,2.13E-120,1,KPNA2
1.50E-124,0.767996898,0.41,0.06,2.16E-120,1,RUVBL1
5.38E-124,0.99619252,0.503,0.096,7.73E-120,1,SLA
1.65E-122,0.979782021,0.592,0.133,2.37E-118,1,NOP56
3.42E-122,1.239106671,0.918,0.478,4.91E-118,1,ATP5MC3
4.95E-122,1.250745784,0.926,0.521,7.11E-118,1,EIF5A
9.89E-121,0.928372716,0.583,0.13,1.42E-116,1,ZNF593
1.20E-120,0.659842799,0.334,0.039,1.73E-116,1,TOMM34
1.27E-119,0.859976105,0.559,0.118,1.82E-115,1,ABCE1
4.68E-119,1.250088363,0.816,0.312,6.72E-115,1,CYCS
5.23E-119,1.652624277,0.555,0.134,7.51E-115,1,BCL2A1
1.40E-118,0.894999961,0.522,0.106,2.01E-114,1,GNL3
1.63E-118,1.192098405,0.911,0.424,2.34E-114,1,SERBP1
3.74E-118,0.818987762,0.452,0.078,5.38E-114,1,BZW2
4.44E-117,1.059493937,0.658,0.179,6.38E-113,1,SYNCRIP
7.85E-117,0.806310726,0.468,0.085,1.13E-112,1,LYST
4.74E-116,0.706057297,0.348,0.045,6.81E-112,1,CCDC86
6.83E-116,1.130149688,0.456,0.086,9.82E-112,1,TNFSF14
7.76E-116,0.77613968,0.495,0.094,1.12E-111,1,RUVBL2
1.25E-115,1.28384205,0.19,0.008,1.79E-111,1,IL21
3.33E-115,0.805307046,0.443,0.077,4.78E-111,1,PNO1
3.98E-115,0.929638627,0.629,0.155,5.72E-111,1,DCTPP1
1.54E-114,0.826829206,0.52,0.107,2.21E-110,1,ATIC
2.62E-114,1.052676264,0.74,0.228,3.76E-110,1,C1QBP
3.79E-114,0.727129387,0.239,0.018,5.44E-110,1,BTLA
5.00E-114,1.128222885,0.85,0.336,7.19E-110,1,NDUFAB1
1.38E-113,0.810631587,0.497,0.098,1.99E-109,1,ALG3
4.34E-113,0.881981442,0.524,0.112,6.24E-109,1,RPIA
5.70E-113,0.836276715,0.487,0.095,8.18E-109,1,SNHG15
7.14E-113,0.838678374,0.491,0.097,1.03E-108,1,DKC1
1.39E-112,1.569511725,0.893,0.478,1.99E-108,1,TNFRSF4
1.46E-112,0.750169948,0.274,0.027,2.09E-108,1,BMERB1
2.04E-112,0.53850767,0.227,0.015,2.93E-108,1,RBBP8
2.69E-111,0.506048969,0.227,0.016,3.87E-107,1,EEF1AKMT4
3.05E-111,0.704319368,0.421,0.071,4.39E-107,1,EXOSC4
6.67E-111,0.681582994,0.336,0.044,9.58E-107,1,RRP9
1.35E-110,0.92330945,0.689,0.192,1.94E-106,1,MRPS12
1.82E-110,0.73925246,0.454,0.084,2.62E-106,1,TIMM50
2.21E-110,1.52355644,0.953,0.671,3.17E-106,1,SRGN
2.98E-110,0.62486155,0.282,0.029,4.28E-106,1,CHMP4B
5.96E-110,0.721161111,0.392,0.063,8.56E-106,1,TRMT1
8.87E-110,0.794394598,0.53,0.114,1.27E-105,1,POLD2
1.86E-107,0.684257038,0.338,0.047,2.68E-103,1,FKBP4
3.24E-107,1.08292865,0.907,0.462,4.66E-103,1,ATP5F1B
6.19E-107,0.778289549,0.472,0.094,8.90E-103,1,MRPS17
9.22E-107,0.823940559,0.511,0.11,1.33E-102,1,SHMT2
1.31E-105,0.892975317,0.592,0.149,1.88E-101,1,PSMB5
2.48E-105,1.065377677,0.983,0.772,3.57E-101,1,HSP90AA1
3.79E-105,0.684669389,0.429,0.078,5.44E-101,1,PPAN
1.02E-104,1.175512193,0.237,0.021,1.46E-100,1,NFKBID
2.86E-104,0.859134679,0.627,0.164,4.12E-100,1,STOML2
3.15E-104,1.155359779,0.866,0.416,4.53E-100,1,PPA1
4.44E-104,0.999351621,0.433,0.084,6.39E-100,1,VSIR
7.85E-104,1.116913366,0.817,0.327,1.13E-99,1,TOMM5
4.77E-103,0.797404624,0.553,0.13,6.86E-99,1,CENPX
1.03E-102,0.653800103,0.198,0.012,1.48E-98,1,SRD5A3
1.10E-102,0.802217901,0.497,0.108,1.57E-98,1,WDR43
2.75E-102,0.753828635,0.394,0.068,3.96E-98,1,PHF6
4.18E-102,0.441050032,0.188,0.01,6.01E-98,1,SLC29A1
9.72E-102,0.824723612,0.571,0.14,1.40E-97,1,GLRX3
5.67E-101,0.632423758,0.27,0.03,8.15E-97,1,SDC4
1.30E-100,0.824851953,0.584,0.147,1.86E-96,1,IMP4
1.35E-100,0.882470658,0.614,0.166,1.94E-96,1,YIF1A
3.11E-100,0.836687156,0.495,0.111,4.47E-96,1,RPF2
2.02E-99,1.009600706,0.924,0.504,2.90E-95,1,SNRPG
2.16E-99,0.495137032,0.214,0.016,3.10E-95,1,UCK2
2.18E-99,1.032175517,0.831,0.343,3.13E-95,1,SNRPF
3.09E-99,0.709102453,0.33,0.049,4.45E-95,1,AGK
3.12E-99,0.427597432,0.148,0.004,4.48E-95,1,LINC01281
4.91E-99,0.865484766,0.647,0.182,7.05E-95,1,ADSL
5.89E-99,0.714766084,0.466,0.098,8.47E-95,1,TIMM23
7.02E-99,1.009284945,0.761,0.271,1.01E-94,1,SRSF2
1.43E-98,0.885753429,0.627,0.175,2.05E-94,1,POLR2H
2.11E-98,0.498358342,0.223,0.019,3.03E-94,1,TBL1X
3.01E-98,0.725106177,0.441,0.088,4.33E-94,1,HNRNPAB
3.35E-98,0.915666472,0.689,0.21,4.82E-94,1,POLR2K
5.28E-98,0.619597172,0.4,0.072,7.59E-94,1,WDR18
5.68E-98,1.016321898,0.883,0.403,8.16E-94,1,COX5A
5.88E-98,0.714210047,0.344,0.054,8.45E-94,1,RRP1
7.53E-98,0.827150557,0.524,0.123,1.08E-93,1,FARSA
1.06E-97,1.047427841,0.777,0.284,1.53E-93,1,TUBA1C
1.51E-97,1.06052328,0.781,0.295,2.17E-93,1,PFDN2
2.99E-97,0.956647451,0.759,0.258,4.30E-93,1,EIF6
6.41E-97,0.626296046,0.355,0.058,9.21E-93,1,ISOC2
1.42E-96,0.822985421,0.583,0.153,2.04E-92,1,TIMM8B
1.92E-96,0.64291187,0.359,0.06,2.77E-92,1,GNL2
1.99E-96,0.613600243,0.406,0.075,2.86E-92,1,GAR1
3.33E-96,0.82203748,0.666,0.194,4.79E-92,1,HSPA9
5.29E-96,0.667825,0.416,0.08,7.60E-92,1,POLR3K
5.85E-96,0.671505683,0.425,0.083,8.41E-92,1,BTG3
6.82E-96,0.720533334,0.396,0.074,9.79E-92,1,SLC38A5
8.74E-96,0.750521184,0.491,0.11,1.26E-91,1,CD320
1.61E-95,0.897824176,0.645,0.191,2.31E-91,1,NIFK
2.31E-95,0.786814849,0.544,0.135,3.32E-91,1,HDAC2
3.27E-95,0.913519302,0.621,0.176,4.71E-91,1,MTHFD2
3.94E-95,0.77131415,0.338,0.054,5.66E-91,1,AHI1
4.24E-95,0.752867362,0.332,0.052,6.09E-91,1,ICOS
7.17E-95,0.978492123,0.483,0.113,1.03E-90,1,LAG3
8.72E-95,0.61598238,0.402,0.075,1.25E-90,1,AHCY
2.46E-94,0.659574358,0.396,0.074,3.54E-90,1,UTP11
4.38E-94,0.549827,0.25,0.028,6.30E-90,1,PLAGL2
4.54E-94,0.693448204,0.377,0.068,6.53E-90,1,IFRD2
6.63E-94,0.617302919,0.416,0.081,9.53E-90,1,DDX56
1.65E-93,0.989769341,0.567,0.155,2.37E-89,1,RILPL2
1.71E-92,0.787919207,0.52,0.127,2.45E-88,1,MRPL32
4.17E-92,0.938150515,0.951,0.621,5.99E-88,1,PSMA7
2.67E-91,0.680844996,0.454,0.099,3.84E-87,1,WDR74
2.88E-91,0.958836601,0.732,0.263,4.13E-87,1,NDFIP1
4.12E-91,0.712821762,0.431,0.092,5.93E-87,1,ETF1
4.97E-91,0.704197233,0.988,0.908,7.14E-87,1,PPIA
5.87E-91,0.679416355,0.456,0.1,8.44E-87,1,MRPS26
6.62E-91,1.044179778,0.891,0.49,9.51E-87,1,PA2G4
9.54E-91,1.137517694,0.27,0.036,1.37E-86,1,ID3
9.90E-91,0.566759055,0.363,0.064,1.42E-86,1,WDR77
1.09E-90,0.588280933,0.342,0.057,1.56E-86,1,EXOSC5
1.27E-90,1.072759221,0.878,0.471,1.82E-86,1,PSMA6
2.54E-90,0.562482207,0.305,0.045,3.65E-86,1,FAM216A
2.73E-90,0.89581947,0.753,0.264,3.92E-86,1,POLR2E
3.04E-90,0.898073481,0.726,0.251,4.37E-86,1,NUDC
3.56E-90,0.978033038,0.806,0.325,5.12E-86,1,CCT8
3.90E-90,0.998722357,0.808,0.344,5.61E-86,1,CCT7
6.33E-90,0.898031384,0.685,0.216,9.10E-86,1,YWHAQ
6.37E-90,0.532017811,0.291,0.041,9.15E-86,1,SFXN4
6.63E-90,1.050839309,0.736,0.271,9.53E-86,1,PSMD13
6.69E-90,1.012028934,0.804,0.355,9.61E-86,1,PDCD5
7.57E-90,0.686736514,0.326,0.053,1.09E-85,1,SLC43A3
7.73E-90,0.997162606,0.812,0.333,1.11E-85,1,TUFM
1.04E-89,0.956205081,0.845,0.374,1.49E-85,1,SRSF3
1.66E-89,0.593663221,0.363,0.065,2.38E-85,1,PSME3
1.68E-89,1.047669956,0.882,0.484,2.41E-85,1,SLC25A5
2.06E-89,0.749105609,0.464,0.107,2.96E-85,1,RRP15
2.45E-89,1.019665877,0.924,0.512,3.52E-85,1,RBM8A
2.92E-89,0.711318676,0.534,0.135,4.20E-85,1,ZNRD2
4.02E-89,0.714195847,0.25,0.03,5.78E-85,1,NR4A2
4.20E-89,1.001596362,0.825,0.364,6.04E-85,1,DYNLL1
5.25E-89,0.759401169,0.522,0.131,7.54E-85,1,EIF2S1
5.82E-89,1.04638045,0.802,0.325,8.37E-85,1,RPL22L1
8.40E-89,0.912356633,0.816,0.317,1.21E-84,1,NOP58
1.48E-88,0.55076071,0.19,0.015,2.12E-84,1,PIM3
2.16E-88,0.821390496,0.647,0.195,3.11E-84,1,PSMD11
2.60E-88,0.958060321,0.816,0.346,3.74E-84,1,PHB2
3.14E-88,0.62624891,0.449,0.098,4.51E-84,1,NOB1
3.72E-88,0.582230091,0.462,0.103,5.35E-84,1,TSTA3
3.82E-88,0.630393467,0.369,0.069,5.49E-84,1,RRS1
4.42E-88,1.61075734,0.645,0.238,6.36E-84,1,CD40LG
1.57E-87,0.701065615,0.454,0.103,2.25E-83,1,FAM136A
2.00E-87,0.90570694,0.992,0.845,2.87E-83,1,HSPA8
5.96E-87,0.574993325,0.303,0.047,8.57E-83,1,PEMT
6.06E-87,0.962894999,0.845,0.368,8.71E-83,1,SEM1
1.19E-86,0.777464854,0.977,0.762,1.71E-82,1,CHCHD2
1.83E-86,0.783725402,0.676,0.213,2.63E-82,1,GTF3C6
2.07E-86,1.212955764,0.701,0.272,2.98E-82,1,TNFRSF18
2.86E-86,0.786674316,0.353,0.066,4.11E-82,1,CD83
3.58E-86,0.649107075,0.371,0.071,5.15E-82,1,LTV1
5.22E-86,0.556523682,0.419,0.087,7.50E-82,1,SSRP1
5.29E-86,0.442141833,0.124,0.003,7.61E-82,1,CPM
6.53E-86,0.70519937,0.548,0.145,9.39E-82,1,EEF1E1
6.92E-86,0.652961671,0.367,0.069,9.94E-82,1,TGIF1
8.96E-86,0.920997827,0.876,0.404,1.29E-81,1,PSMD8
9.23E-86,0.746092009,0.6,0.17,1.33E-81,1,AHSA1
1.11E-85,0.61644133,0.34,0.06,1.60E-81,1,NFKB1
2.18E-85,0.477687083,0.249,0.031,3.14E-81,1,METTL1
3.01E-85,0.560967002,0.293,0.045,4.32E-81,1,CMSS1
3.64E-85,0.811049298,0.614,0.186,5.22E-81,1,TMEM147
4.32E-85,0.648522897,0.449,0.102,6.21E-81,1,SLC25A39
4.32E-85,0.551308469,0.309,0.05,6.21E-81,1,TMA16
4.37E-85,0.789446417,0.592,0.173,6.28E-81,1,PSMB7
7.49E-85,0.713085994,0.505,0.127,1.08E-80,1,CDK4
1.43E-84,1.179009344,0.631,0.223,2.05E-80,1,IL2RA
1.68E-84,0.593065804,0.344,0.062,2.41E-80,1,RIOK1
1.75E-84,0.626364505,0.408,0.086,2.51E-80,1,GGCT
2.32E-84,0.457081515,0.245,0.03,3.34E-80,1,BYSL
2.53E-84,0.597386149,0.357,0.067,3.63E-80,1,NOP14
3.52E-84,0.922508689,0.765,0.295,5.06E-80,1,CCT4
1.03E-83,0.561214095,0.317,0.053,1.48E-79,1,UTP4
1.22E-83,0.662319067,0.544,0.144,1.76E-79,1,G3BP1
1.75E-83,0.987037936,0.862,0.428,2.51E-79,1,VDAC1
2.79E-83,0.678545423,0.423,0.094,4.01E-79,1,ESF1
2.84E-83,0.644303359,0.472,0.114,4.08E-79,1,AK6
3.93E-83,0.811813282,0.631,0.199,5.65E-79,1,CCDC124
4.92E-83,0.734096715,0.584,0.17,7.07E-79,1,EIF3J
7.30E-83,0.51387426,0.28,0.042,1.05E-78,1,PDCD2L
1.22E-82,0.598882723,0.371,0.074,1.75E-78,1,HSPBP1
1.46E-82,0.663647044,0.297,0.048,2.09E-78,1,TBC1D4
1.66E-82,0.684210484,0.518,0.135,2.38E-78,1,MRPS23
1.98E-82,0.868875916,0.79,0.307,2.84E-78,1,NDUFS6
2.53E-82,0.557380492,0.351,0.067,3.63E-78,1,TSFM
4.35E-82,0.594682721,0.375,0.076,6.26E-78,1,C20orf27
1.10E-81,0.820787554,0.75,0.272,1.58E-77,1,NUTF2
1.96E-81,0.455009306,0.243,0.031,2.81E-77,1,ACOT7
2.18E-81,0.689595027,0.551,0.152,3.14E-77,1,EIF4E
3.72E-81,0.745210609,0.641,0.2,5.34E-77,1,PRDX3
1.63E-80,0.409521473,0.159,0.01,2.35E-76,1,MFSD2A
1.83E-80,0.842273804,0.612,0.195,2.64E-76,1,TCP1
2.12E-80,0.682432438,0.555,0.154,3.05E-76,1,STRAP
2.61E-80,0.476500565,0.221,0.026,3.75E-76,1,IL21R
2.71E-80,0.865838983,0.711,0.258,3.89E-76,1,TKT
2.79E-80,0.680040681,0.359,0.072,4.00E-76,1,PES1
2.98E-80,0.599467481,0.472,0.115,4.28E-76,1,PRPF19
3.09E-80,0.556509186,0.336,0.063,4.44E-76,1,FARSB
4.20E-80,0.944899683,0.887,0.489,6.04E-76,1,POMP
5.40E-80,0.55601153,0.353,0.069,7.77E-76,1,TM2D3
5.71E-80,0.68363802,0.48,0.122,8.20E-76,1,TMEM167A
8.96E-80,0.717286811,0.604,0.184,1.29E-75,1,PSMC1
1.08E-79,0.589664396,0.355,0.07,1.55E-75,1,PSMG1
2.24E-79,0.638994459,0.557,0.154,3.23E-75,1,MRPS35
2.92E-79,0.677737343,0.489,0.126,4.19E-75,1,NDUFAF4
3.03E-79,0.556802024,0.239,0.031,4.36E-75,1,LTBP4
3.10E-79,0.86187966,0.666,0.227,4.45E-75,1,PRDX4
5.96E-79,0.493480908,0.283,0.045,8.56E-75,1,SLC35B1
1.21E-78,0.502890282,0.239,0.031,1.74E-74,1,TSHZ2
1.37E-78,0.488035747,0.264,0.039,1.97E-74,1,C16orf87
4.79E-78,0.87113442,0.767,0.302,6.89E-74,1,EIF5B
